イベントID	step	区分	イベント名	強度_0to1	対象	主な影響方向	発生源	関連国	日本社会状態	若者への入力文
PL045_01	46	政策探索	副作用監査の月次公開＋異議申立の根拠返信標準	0.58	注意層（不公平感/監視懸念/制度不信）＋現役納税層＋対象外感が強い層	副作用圧↓ 制度信頼↑ 公平感↑ 二極化↓ 政策疲労↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が限界で不信が増幅。追加より簡素化と監査・説明で疲労を下げる局面。	SNSで不安が増え、制度は結局だれ得なのか分からず疲れている。
PL045_02	46	政策探索	申請・通知の『一括1画面』統合（参加不能免除も同画面）	0.52	注意層（情報過敏/手続き離脱）＋若年単身/非婚層＋参加困難な層	政策疲労↓ 情報過負荷↓ 手続き到達↑ 対象外反発↓ 制度信頼↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧が限界で不信が増幅。追加より簡素化と監査・説明で疲労を下げる局面。	手続きが多すぎて追えず、必要な支援に辿り着ける気がしない。
WE048	46	世界イベント	間接衝突拡大	0.72	全体	地政学リスク↑ SNS不安↑	国家LLMリスク段階	イスラエル	ステップ46: SNS不安増幅が91.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.4。	イスラエルの間接衝突化により、SNS上の不安と将来予見性の低下が強まる。
WE049	46	世界イベント	供給網不安拡大の悪化	0.77	全体	物価不安↑ 雇用安定↓	供給網不安	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ46: SNS不安増幅が91.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は15.4。	供給網の不安定化により、物価と企業採用への不安が残る。 直近で悪化しており、前よりも日常の判断に入り込みやすい。
FB069	47	社会反応	制度要求の可視化	0.47	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労68.4、生活防衛40.4、公平感欠損36.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB069	47	社会反応	制度要求の可視化	0.47	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労68.4、生活防衛40.4、公平感欠損36.8	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB070	47	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労68.4、生活防衛40.4、公平感欠損36.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB070	47	社会反応	生活防衛シフト	0.66	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労68.4、生活防衛40.4、公平感欠損36.8	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE047	47	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持。中途で監査・危機広報運用を増強 / 未来通信システム株式会社: 新卒は信頼運用・説明力で厳選、中途は危機対応を増員 / 北関東精密加工株式会社: 新卒は小枠維持。中途は保全/省エネ/自動化人材優先、派遣で波動調整	首都圏業務支援株式会社: 配属が監査・危機対応寄り。汎用事務職志望は機会減 / 未来通信システム株式会社: 選抜厳格化で不安増、運用・説明型スキルが評価される / 北関東精密加工株式会社: SNS不安で辞退増。安心設計がないと入社後の離職も増えやすい 現役側には 首都圏業務支援株式会社: 現場は承認・証跡負荷増。再学習でAI監督/監査役割へ圧力 / 未来通信システム株式会社: 再配置と再学習が常態化、対外説明と危機対応の負荷増 / 北関東精密加工株式会社: 省エネ/自動化運用へ役割転換圧力。現場は負荷増で反発も
PL046_01	47	政策探索	副作用監査の1枚要約＋切り取り対策標準	0.60	注意層（不公平感/監視懸念/制度不信）＋現役納税層＋対象外感が強い層	制度信頼↑ 公平感↑ 政策疲労↓ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労68.9が臨界。SNS不安増幅で誤認拡散、対象外反発が再燃しやすい。	また新しい制度が増えて、結局だれ得で監視だけ強まる気がする。
PL047_01	47	政策探索	新規追加8step凍結＋停止条件の明文化	0.50	注意層（制度不信/情報過敏）＋現役納税層＋対象外感が強い層	政策疲労↓ 切り取り誤解↓ 制度信頼↑ 副作用圧↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安が切り取りを増幅し、副作用圧100・政策疲労高止まりで信頼が伸びにくい。	制度が次々変わって追いつけず、SNSで怖い話だけ拡散して信用できない。
FB071	48	社会反応	制度要求の可視化	0.52	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労66.8、生活防衛44.1、制度要求38.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB071	48	社会反応	制度要求の可視化	0.52	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労66.8、生活防衛44.1、制度要求38.6	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
FB072	48	社会反応	生活防衛シフト	0.72	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.8、生活防衛44.1、制度要求38.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
FB072	48	社会反応	生活防衛シフト	0.72	全体	生活コスト不安↑ 子ども意向↓	若者・現役行動フィードバック	日本国内	政策疲労66.8、生活防衛44.1、制度要求38.6	家計防衛が優先され、将来投資や子どもを迎える判断が後回しになる。
OE048	48	組織判断	企業・組織の採用育成判断	0.47	若者・現役世代	育成経路↑ 地域接続↑	組織運営LLM	日本	首都圏業務支援株式会社: 新卒は最小枠維持。中途で危機広報・監査運用を増員 / 関東広域ロジスティクス株式会社: 新卒は現場監督・保全維持。中途は運行・保全・渉外増 / 未来通信システム株式会社: 新卒は運用信頼・説明力重視で厳選、中途は危機広報と運用強化	首都圏業務支援株式会社: 感情労働と監査実務の負荷増。即戦力期待で不安も増える / 関東広域ロジスティクス株式会社: 不安期の顧客対応力が評価軸化。現場敬遠の二極化が進む / 未来通信システム株式会社: 安定志向が強まり、説明力・対話力が評価軸として明確化 現役側には 首都圏業務支援株式会社: 承認・監査負担が常態化。離職回避へ役割再設計が進む / 関東広域ロジスティクス株式会社: 炎上・不安対応が常務化し疲弊。標準化で裁量は一部縮小 / 未来通信システム株式会社: 問い合わせ増で負荷上昇、監査・対外説明スキル需要が拡大
PL046_02	48	政策探索	希望者の家族形成/産後伴走の即時予約（無罰キャンセル）	0.55	若年層（雇用不安/手続き離脱）＋妊娠中〜産後1年当事者＋中立層（迷い・情報過敏）	手続き到達↑ ケア負担↓ 生活防衛圧↓ 制度信頼↑ 中立→希望側移行↑	LLM政策探索/構造持続あり+伴走支援	日本	副作用圧100と政策疲労68.9が臨界。SNS不安増幅で誤認拡散、対象外反発が再燃しやすい。	相談したいけど仕事も不安で、予約や手続きで失敗したら終わりだと思って動けない。
PL047_02	48	政策探索	任意オプトイン伴走（個別資格通知→即時予約→家族形成面談）	0.60	妊娠中〜産後1年当事者＋若年層（雇用不安/手続き離脱）	手続き到達↑ ケア負担↓ 生活防衛圧↓ 未来経路↑ 二極化↓	LLM政策探索/構造持続あり+伴走支援	日本	SNS不安が切り取りを増幅し、副作用圧100・政策疲労高止まりで信頼が伸びにくい。	子ども以前に仕事と手続きと体調が不安で、相談したくても予約や窓口が読めない。
WE050	48	世界イベント	地政学SNS不安拡散の高止まり	0.92	全体	不安↑ 怒り↑ 逃避行動↑ 慢性負荷↑	SNS不安増幅	ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)	ステップ48: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。	危機情報がSNSで増幅し、不安と怒りが日常会話に入り込む。 新しい事件というより、高い不安が続いて疲労感を生む。
WE051	48	制度制約	財政制約による支援遅れの高止まり	1.00	全体	制度信頼↓ 裏切られ感↑ 慢性負荷↑	日本社会状態	日本	ステップ48: SNS不安増幅が90.2。高リスク国: ウクライナ(限定戦争)、ロシア(間接衝突)、イスラエル(間接衝突)。日本の緩衝政策余力は16.4。	財政圧力により若者支援や生活支援が遅れ、制度への失望が出やすい。 新しい事件というより、高い不安が続いて疲労感を生む。
FB073	49	社会反応	制度要求の可視化	0.40	全体	制度応答↑ SNS不安↑	若者・現役行動フィードバック	日本国内	政策疲労68.2、生活防衛37.7、公平感欠損36.4	怒りや制度要求が可視化され、政策対応への期待と失望が同時に高まる。
